ID #,Category,Type,Gender,Location (Gym/Home/Hybrid),Equipment,Movement,Description,Video Name,Vidio URL
93,Core,Calisthenics,Both,Hybrid,Bosu Ball,Crunch/lift,"Lying over the bosu ball with lower back at apex of bosu ball, extend your arms straight up in the air and lift your upper body off the ball following the line the arms are extended in",bosu ball straight arm crunch,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=bosu+ball+straight+arm+crunch+.mp4
94,Core,Calisthenics,Both,Hybrid,Bench/box,Crunch/pull,"Sitting on the edge of the bench/box with your hands at the side for support, leaning your upper body slightly backwards, extend your legs fully into the air straight infront of the box, pull legs back into stomach, repeat",box knee tucks,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=box+knee+tucks+.mp4
95,Core,Calisthenics,Both,Hybrid,Bench/box,Isometric,"Putting your forearms on the bench/box with arms bent at 90 degrees, extend you legs out as far as you can holding your bodyweight up with your core muscles",box long plank,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=box+long+plank+.mp4
96,Core,Calisthenics,Both,Hybrid,Bosu Ball,Jump,"Hands on the opposite edges of bosu ball, fully extend your arms into a pushup position and with a slight hopping motion bring both feet as close to the bosu ball as possible the hop back to starting position, repeat",double legged mountain climbers,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=double+legged+mountain+climbers+.mp4
97,Core,Calisthenics,Both,Hybrid,Swiss Ball,Isometric,"Putting your forearms on the Swiss ball with arms bent at 90 degrees, extend you legs out as far as you can holding your bodyweight up with your core muscles, while moving the swiss ball with your arms in all random directions",swiss ball counting,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=swiss+ball+counting.mp4
98,Core,Calisthenics,Both,Hybrid,Swiss Ball,Crunch,"Lying over the swiss ball with lower back off the centre of the swiss ball, extend your arms straight up in the air and lift your upper body off the ball following the line the arms are extended in",swiss ball crunch,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=swiss+ball+crunch+.mp4
99,Core,Calisthenics,Both,Hybrid,Swiss Ball,Pulling,"With your hands on the floor and feet on the swiss ball, fully entend your arms into a pushup position. With your feet move the ball into your stomach and back out, repeat",swiss ball knee tucks,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=swiss+ball+knee+tucks+.mp4
100,Core,Calisthenics,Both,Hybrid,Swiss Ball,Isometric,"Putting your forearms on the bench/box with arms bent at 90 degrees, extend you legs out as far as you can holding your bodyweight up with your core muscles",swiss ball plank,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=swiss+ball+plank+.mp4
101,Core,Calisthenics,Both,Hybrid,Swiss Ball,Isometric,"Putting your forearms on the Swiss ball with arms bent at 90 degrees, extend you legs out as far as you can holding your bodyweight up with your core muscles, while moving the swiss ball with your arms in a forward and backwards motion",swiss ball plank pulse,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=swiss+ball+plank+pulse+.mp4
102,Core,Calisthenics,Both,Hybrid,Swiss Ball,Isometric/kicking,"Putting your forearms on the Swiss ball with arms bent at 90 degrees, extend you legs out as far as you can holding your bodyweight up with your core muscles, with one foot at a time move the foot out to the side lateral tapping the ground then bringing it back to the starting position, alterante foot and repeat",swiss ball plank toe taps,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Core?preview=swiss+ball+plank+toe+taps+.mp4
103,Lower Body,Plyometrics,Both,Hybrid,None,Jump/lunge,"Start with feet touching, with a slight hop move legs out so they are wide enough to squat down and come back up, with another slight hop bring the feet together, repeat 4 times. Then move one leg back and lunge down, coming back up switching legs and lunge again without a pause, repeat ",4 drop squats plus 4 plyo lunges,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=4+drop+squats+plus+4+plyo+lunges+.mp4
104,Lower Body,Plyometrics,Both,Hybrid,None,Lunge,"Start with legs hip width apart, step back lowering the front leg to 90 degrees and raise back up, alternate leg and repeat motion",alt reverse lunge,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=alt+reverse+lunge+.mp4
105,Lower Body,Plyometrics,Both,Hybrid,None,Lunge,"Start with legs hip width apart, step back lowering the front leg to 90 degrees and raise back up half way tot he top, lower all the way back down then raise all the way up, alternate leg and repeat motion",alt. revrse 1.5 lunge,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=alt.+revrse+1.5+lunge+.mp4
106,Lower Body,Resistance,Both,Hybrid,Barbell,Lunge,"Start with legs hip width apart, and barbell on across shoulders, step back lowering the front leg to 90 degrees and raise back up, alternate leg and repeat motion",barbel alt. reverse lunge,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+alt.+reverse+lunge.mp4
107,Lower Body,Resistance,Both,Hybrid,Barbell,Squat ,With the barbell on the across the front of your shoulders squat down trying to get as low as possible and stand back up,barbel front squat,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+front+squat+.mp4
108,Lower Body,Resistance,Both,Hybrid,Barbell,Lunge,"Start with legs hip width apart, and barbell on across shoulders behind the neck, step back lowering the front leg to 90 degrees and raise back up, repeat 3 times then alternate leg and repeat motion",barbel lunge 3x3,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+lunge+3x3+.mp4
109,Lower Body,Resistance,Both,Hybrid,Barbell,Lunge,"Start with legs hip width apart, and barbell on across shoulders behind the neck, step back lowering the front leg to 90 degrees and raise back up, repeat 5 times then alternate leg and repeat motion",barbel lunge 5x5,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+lunge+5x5+.mp4
110,Lower Body,Resistance,Both,Hybrid,Barbell,squat,"With the barbell on the across the front of your shoulders squat down trying to get as low as possible, hold at bottom position for 3 seconds and stand back up, repeat",barbel pause front squat,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+pause+front+squat+.mp4
111,Lower Body,Resistance,Both,Hybrid,Barbell,Squat,"With the barbell on the across the shoulders behind the neck, squat down trying to get as low as possible, hold at bottom position for 3 seconds and stand back up, repeat",barbel pause squat,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+pause+squat+.mp4
112,Lower Body,Resistance,Both,Hybrid,Barbell,Squat,"With the barbell on the across the shoulders behind the neck, squat down trying to get as low as possible, stand back up to half way a pulse up and down in that range of movement",barbel pulse squat,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+pulse+squat+.mp4
113,Lower Body,Resistance,Both,Hybrid,Barbell,squat,"With the barbell on the across the shoulders behind the neck, stagger one foot further behind the other, squat down half way a pulse up and down in that range of movement, switch foot position and repeat",barbel staggered stance squat pulse,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+staggered+stance+squat+pulse+.mp4
114,Lower Body,Resistance,Both,Hybrid,Barbell,Squat,"with feet past shoulder width, hold the barbell with two hands in the centre of you body so the weight is evenly distributed on both sides. Keeping your back straight as possible lower yourself into a squat and pull back up until legs are straight",barbel sumo deadlift,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+sumo+deadlift+.mp4
115,Lower Body,Resistance,Both,Hybrid,Barbell,Squat/push,"With the barbell on the across the front of your shoulders squat down trying to get as low as possible, stand back up quickly and continuously push the barbell over your head so arms are fully extended, continuously lower the barbell back to the starting postion, repeat without pausing",barbel thruster,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=barbel+thruster+.mp4
116,Lower Body,Calisthenics,Both,Hybrid,Bench/box,Push,"Lying on your back on the floor, place your heels on the bench/box and push your hips straight up as high as you can, squeezing your glute muscles, repeat",bench hip thrust,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=bench+hip+thrust+.mp4
117,Lower Body,Calisthenics,Both,Hybrid,Bosu Ball,Squat,"standing on th bosu ball, squat down to half way position and pulse up and down in that range of movement, repeat",bosu ball pulse squat,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=bosu+ball+pulse+squat+.mp4
118,Lower Body,Calisthenics,Both,Hybrid,None,Squat,"standing in upright position, with a slight hop move your feet shoulder width apart and allow your body to drop with no resisitance into a squat position. With no pause come back up to starting position, repeat",drop squats,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=drop+squats+.mp4
119,Lower Body,Plyometrics,Both,Hybrid,None,Lunge,"Start with legs hip width apart, jump while stepping back lowering the front leg to 90 degrees, without a pause jump back up, alternate leg and foot position in the air, catch yourself in a lunge postion and repeat motion",plyo lunges,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=plyo+lunges+.mp4
120,Lower Body,Calisthenics,Both,Hybrid,None,Squat,"With your hands together in front of your chest, squat down trying to get as low as possible, stand back up to half way a pulse up and down in that range of movement",pulse squat,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=pulse+squat+.mp4
121,Lower Body,Calisthenics,Both,Hybrid,Band,Kicking,"with the resistance band around just above your knees on both legs, plant one foot on the ground while the other makes a reverse kicking motion backwards, repeat without setting the kicking foot on the ground,",short band donkey kicks,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=short+band+donkey+kicks+.mp4
122,Lower Body,Calisthenics,Both,Hybrid,Band,Squat,"standing in upright position with the short resistance band arond noth knees, with a slight hop move your feet shoulder width apart and allow your body to drop with no resisitance into a squat position. With no pause come back up to starting position always maintaining tension on the band, repeat",short band drop squats,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=short+band+drop+squats+.mp4
123,Lower Body,Calisthenics,Both,Hybrid,Band,Jump/Kicking,"With the band around the ankles and feet shoulder width apart, slightly hop and move one foot forward and the other foot backwards landing on your toes, slightly jump again and switch foot position, repeat",short band foot shuffle,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=short+band+foot+shuffle+.mp4
124,Lower Body,Calisthenics,Both,Hybrid,Band,Kicking,"With band around your knees and feet shoulder width apart, use one foot for balance as you use your hip muscles to kick out the opposite leg as high as possible, repeat, switch legs",short band hip abduction,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=short+band+hip+abduction+.mp4
125,Lower Body,Plyometrics,Both,Hybrid,Band,Jumping,"standing in upright position with the short resistance band arond both knees, move your feet shoulder width apart and jump as high as possible allow your body to drop into a squat position, with no pause jump back up as high as possible, repeat with no pause, always maintaining tension on the band",short band jump squats,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=short+band+jump+squats+.mp4
126,Lower Body,Calisthenics,Both,Hybrid,Band,Walking,"with the band around your knees, slightly bend your knees keeping you back straight, pushing knees out to keep tension on the band and walk with small steps forward, never releasing the tension on the band",short band wide walk,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=short+band+wide+walk+.mp4
127,Lower Body,Calisthenics,Both,Hybrid,None,Squat,"With your feet shoulder width apart drop down into a squat position as fast as you can and without a pasue come back up to starting position as fast as you can, repeat",speed squats,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/Lower%20body?preview=speed+squats+.mp4
128,Full Body,Calisthenics,Both,Hybrid,None,Lunge/reach,"Start with legs hip width apart, step back lowering the front leg to 90 degrees and raise both arms over your head and step back up, alternate leg and repeat motion",alt reverse lunge plus reach,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=alt+reverse+lunge+plus+reach+.mp4
129,Full Body,Resistance,Both,Hybrid,Barbell,Lunge/push,"Start with legs hip width apart, and barbell on across shoulders, step back lowering the front leg to 90 degrees, press barball over head while in lunge position, and raise back up, alternate leg and repeat barbell shoulder press motion, repeat",barbel alt. reverse lunge plus shoulder press,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=barbel+alt.+reverse+lunge+plus+shoulder+press+.mp4
130,Full Body,Resistance,Both,Hybrid,Barbell,Pull/push,"Start with barbell at waist, hands hip width apart, slight bend at waiste to lower barbell to just above the knees, and snap the barbell up th front of shoulders while bending at the knees to get under the barbel. Pause and fully perform a front squat, stand back up and lower barbell back to starting postion ",barbel clean and front squat,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=barbel+clean+and+front+squat+.mp4
131,Full Body,Resistance,Both,Hybrid,Barbell,Pull/push,"Start with barbell at waist, hands hip width apart, slight bend at waiste to lower barbell to just above the knees, and snap the barbell up th front of shoulders while bending at the knees to get under the barbel. Keeping your legs straight press the barbell over head, bring back to shoulder height and lower barbell back to starting postion, repeat",barbel clean and press,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=barbel+clean+and+press+.mp4
132,Full Body,Resistance,Both,Hybrid,Barbell,Pull/push,"Start with barbell at waist, hands hip width apart, slight bend at waiste to lower barbell to just above the knees, and snap the barbell up the front of shoulders while bending at the knees to get under the barbel. Pause and fully perform a front squat, stand back up and without a pause press the barbell over head and lower the barbell back to should height and lower barbell back to starting postion",barbel clean and thruster,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=barbel+clean+and+thruster+.mp4
133,Full Body,Resistance,Both,Hybrid,Barbell,Pull/push,"Starting with the barbell at the front of shoulders fully perform a front squat, stand back up and without a pause press the barbell over head and lower the barbell back to should height and continuously into a front squat, repeat",barbel thruster,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=barbel+thruster+.mp4
134,Full Body,Calisthenics,Both,Hybrid,Barbell,Push/squat,"Start with bosu ball over head, with flat surface facing you. Bring the ball down on one motion by lowering your entire body into a pushup postion, lowering your chest to the ball a and push yourself back up standing with the bosu ball in the starting positin",bosu ball burpee,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=bosu+ball+burpee+.mp4
135,Full Body,Calisthenics,Both,Hybrid,Bench/box,Running,Place both hands on the bench/box and bring one foot up to chest while other foot is stabilizing your body,box mountain climbers,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=box+mountain+climbers+.mp4
136,Full Body,Calisthenics,Both,Hybrid,Bench/box,Push,"With feet on bench/box lower your upper body to floor with hands shoulder width apart and arms fully extended, using your hands walk your upper body into towards the bench/box as close as you can to the bench/box, pause briefly and wlak back out to starting postion, repeat",box walk outs,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=box+walk+outs+.mp4
137,Full Body,Calisthenics,Both,Hybrid,Dead ball,Pulling,"With the dead ball between your feet, squat down to pick ball up with your hands, raise the ball over your head and throw the ball as hard as you can against the floor between your feet, repeat",dead ball slam,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=dead+ball+slam.mp4
138,Full Body,Calisthenics,Both,Hybrid,dead ball,Squat,"With the dead ball between your feet, squat down to pick ball up with your hands, raise the ball over your shoulde and drop behind you. Turn around and pick up ball repeating the motion over the same shoulder, repeat next et over other shoulder",deadball over the shoulder toss,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=deadball+over+the+shoulder+toss.mp4
139,Full Body,Resistance,Both,Hybrid,Kettle Bell,Squat/pull,"With the kettle bell between your feet, bend in a squat position low enough to grab the kettle bell. Stand up quckily snapping the kettle bell in a clean motion up to the shoulder so the kettle bell is resting on the back of the shoulder. Lower kettle bell back to starting position and repeat with other arm",kettlebell alt cleans,https://www.dropbox.com/home/BP8%20finished%203rd%20shoot/full%20body?preview=kettlebell+alt+cleans+.mp4
140,Movement,Flexibility,Both,Hybrid,None,Isolated,"Lying on your stomach slightly lift shoulders off the ground with arms extended straight above head palms facing the ground, rotate arms behind the small of your back with hands on top of one another palms facing to the ceiling",Swimmer Rotation,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+1+-+Swimmer+Rotation.mp4
141,Movement,Flexibility,Both,Hybrid,None,Isolated,"Lying on your stomach slightly lift shoulders off the ground with arms extended straight above head hands in a fist, lift right hand at the shoulder keeping arm fully extended and opposite foot towards the ceiling, hold at top and lower slowly, alternate side and repeat","Alternating ""Super"" Man",https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+2+-+Alternating+%22Super%22+Man+main.mp4
142,Movement,Flexibility,Both,Hybrid,None,Isolated,"Lying on your stomach with arms extended out to your side flat on the floor, rotate your foot from floor over across your body trying to touch the ground on the other side of the body, while moving foot over lift your chest and shoulder off the ground of the same side of the foot you are pulling across your body, alternate sides and repeat",Scorpion,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+3+-+Scorpion+main.mp4
143,Movement,Flexibility,Both,Hybrid,None,Isolated,"On your hands and knees facing the ground, bring one hand to the side of your head and rotate towards the ceiling slowly and return to starting position. Repeat, alterante and repeat same number of reps on the other side",Kneeling Rotations,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+4+-+Kneeling+Rotations.mp4
144,Movement,Flexibility,Both,Hybrid,None,Isolated,"facing the ground place your hands shoulder width apart and extend your arms into a full push up, raise the core of your body only using your scapula muscles as high as you can and lower as far as you can, never bending your arms and keeping core engaged, repeat",SCAP Push-Ups,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+5+-+SCAP+Push-Ups+1.mp4
145,Movement,Flexibility,Both,Hybrid,None,Isolated,"on your hands and knees facing the ground, bring one leg out to the side, keep foot planted on the ground and rock back as far as possible, return to starting position, repeat",Adductor Rockback,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+6+-+Adductor+Rockback.mp4
146,Movement,Flexibility,Both,Hybrid,None,Isolated,"On your hands and knees facing the ground, raise one leg in a 90 degree flexed position up so the thigh is parralel with the ground, rotate leg outwards and move the leg back to the starting position always maintaing the 90 degree bend, repeat",Hip Openers,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+7+-+Hip+Openers.mp4
147,Movement,Flexibility,Both,Hybrid,None,Isolated,"In a kneeling position raise your arms over your head with yiour arms fully extended, thrust hips forward leaning forward maiting arm position, slowly bring arms down to the side and lean back with the hips onto the back foot, repeat, alternate sides ",Hip Flexor Hamstring Dynamic Stretch,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+8+-+Hip+Flexor+Hamstring+Dynamic+Stretch.mp4
148,Movement,Flexibility,Both,Hybrid,None,Isolated,"Seated ptu both legs in a 90 degree flexed position, one facing one way while the other is in opposite position, rotate back and forth",90-90,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+9+-+90-90.mp4
149,Movement,Flexibility,Both,Hybrid,None,Isolated,"Start on your knees but in an upright positon, toes touching the floor, lean back maitaining the upright position",Kneeling Bridges,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+10+-+Kneeling+Bridges.mp4
150,Movement,Flexibility,Both,Hybrid,None,Isolated,"Start standing upright, squat down fully, place hands palms down on the ground, raise your butt up keeping your hands on the grund, hold and repeat",Frog Squats,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+11+-+Frog+Squats.mp4
151,Movement,Flexibility,Both,Hybrid,None,Isolated,"Start standing upright, slowly raise your body by lifting your heels of the ground pushing yourself up as high as possible, hold, slowly return to the ground, repeat",Calf Raises,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+12+-+Calf+Raises.mp4
152,Movement,Flexibility,Both,Hybrid,None,Isolated,"Start with the knee closest to the wall on the ground, while the other leg is planted at 90 degrees, place both hands at the side of your head, keeping the same elbow as the knee touching the ground slightly touching the wall as you rotate your chest from facing away from the wall until your chest is facig the wall maiting contact the entire time, reverse motion at same pace back to starting position, repeat",Wall Thoracic Rotations,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+13+-+Wall+Thoracic+Rotations.mp4
153,Movement,Flexibility,Both,Hybrid,None,Isolated,"Start with your foot flat on top of a towel on the ground at one end of the towel, flex your toes pulling the towel until bring the other end to your foot, repeat, alterante and do the same",Towel Crunches,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=Exercise+14+-+Towel+Crunches.mp4
154,Promo,Promo,Promo,Promo,Promo,Promo,Promo,BP Fitness Intro,https://www.dropbox.com/home/Shoot%201%20Rough%20Cuts?preview=BP+Fitness+Intro+2.mp4
