ID,UUID,Category,Type,Name,Gender,MovementType,Description,VideoType,VideoS3Key,VideoName,VideoURL,ThumbnailType,ThumbnailS3Key,ThumbnailName,ThumbnailURL,State
551,239c88a0-d45b-4842-a9f0-6e45caafbf93,Bar,System,Inverted Row With Weight Vest,Female,Horizontal Pulling,"1. Keep your ribs down, abs tight and tailbone tucked between your knees. 2. Allow your shoulder blades to spread apart at the bottom. 3. Pull your lower ribs to the bar, finishing with your shoulder blade locked inward and down. 4. Don't let your shoulder capsule shift forward at the finish of the movement.",Vimeo,,Inverted Row With Weight Vest,https://vimeo.com/111253042,External URL,tenant/1/private/upload/file/111253042.jpg,111253042.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111253042.jpg,Active
563,9d9b5fc9-45fa-4fdb-9d00-965538bacddb,Barbell,System,Landmine Rainbow,Female,Work,"1. Position your spine by locking your ribs down in an exhaled position with your abs. 2. Keep your tailbone tucked under and your abs tight throughout the movement. 3. Rotate the bar from side to side without letting your hips rotate, your ribs flare out or your lower back arch.",Vimeo,,Landmine Rainbow,https://vimeo.com/111253795,External URL,tenant/1/private/upload/file/111253795.jpg,111253795.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111253795.jpg,Active
714,717d79cb-00ff-410c-8a62-0a8733619020,Static,System,Lat and Triceps Stretch,Female,Warmups & Mobility Fillers,"1. Get movement through the shoulder, not the spine.",Vimeo,,Lat and Triceps Stretch,https://vimeo.com/111253799,External URL,tenant/1/private/upload/file/111253799.jpg,111253799.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111253799.jpg,Active
439,a8d7e981-c4ee-419f-ae94-2b8c5f0e0131,Combination,System,Lateral Lunge With Overhead Driver,Female,Core Work,1. Keep your heel down. 2. Keep your knee pointed straight ahead over your toes. 3. Only lower as far as you comfortably can. 4. Raise your arms overhead at the bottom without arching your lower back.,Vimeo,,Lateral Lunge With Overhead Driver,https://vimeo.com/111253800,External URL,tenant/1/private/upload/file/111253800.jpg,111253800.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111253800.jpg,Active
395,df590e37-f0fd-484e-9201-96c9e345ea52,Anti-Extension,System,Long-Lever Plank,Female,Core Work,1. Lock your ribs down with your abs. 2. Tuck your tailbone between your knees. 3. Do not let your lower back sag.,Vimeo,,Long-Lever Plank,https://vimeo.com/111253801,External URL,tenant/1/private/upload/file/111253801.jpg,111253801.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111253801.jpg,Active
388,838f266b-bddf-43dc-905a-9b69d5b72715,Triceps,System,Lying Dumbbell Rolling Triceps Extension,Female,Arms,"1. Brace your abs and keep your ribs down. 2. Keep your upper arms still while you lower the weight towards your head. 3. Roll the weights to a bench press position and then press back up while keeping your elbow close to your body. 
",Vimeo,,Lying Dumbbell Rolling Triceps Extension,https://vimeo.com/111253802,External URL,tenant/1/private/upload/file/111253802.jpg,111253802.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111253802.jpg,Active
387,781f4ce1-aea2-4f59-a93f-d22866374bae,Triceps,System,Lying Dumbbell Triceps Extension,Female,Arms,1. Brace your abs and keep your ribs down. 2. Keep your upper arm still while you lower the weight towards your head. 3. Press back up while keeping your elbows close to your body.,Vimeo,,Lying Dumbbell Triceps Extension,https://vimeo.com/111255275,External URL,tenant/1/private/upload/file/111255275.jpg,111255275.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111255275.jpg,Active
560,8ae9afb9-c4d4-46a4-9860-d8014c0dfcf6,Bodyweight,System,Mountain Climber,Female,Work,"1. Brace your abs in order to pull your ribs down, and keep your tailbone tucked under. 2. Keep your shoulders ""active."" Don't let them relax during the movement. 3. Keep a rigid torso and move only from your hips, bringing one knee up at a time. 4. Don’t allow your lower back to arch or your hips to shoot up. 
",Vimeo,,Mountain Climber,https://vimeo.com/111255276,External URL,tenant/1/private/upload/file/111255276.jpg,111255276.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111255276.jpg,Active
679,c5ad0dbb-6b39-4ba3-9f59-c96d4565fcaa,Cable,System,Neutral-Grip Cable Pull-Down,Female,Vertical Pulling,1. Fully extend your arms and let your shoulder blades spread at the bottom. 2. Pull the bar to your chest. 3. Finish the motion with your shoulder blades squeezed fully together and down and your elbows just behind your ribs. 4. Don't let your shoulders pop forward at the finish.,Vimeo,,Neutral-Grip Cable Pull-Down,https://vimeo.com/111255278,External URL,tenant/1/private/upload/file/111255278.jpg,111255278.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111255278.jpg,Active
683,56887127-3265-4bc7-b35e-a9b0fd941f17,Bar,System,Neutral-Grip Pull-Up,Female,Vertical Pulling,1. Fully extend your arms and let your shoulder blades spread at the bottom. 2. Pull the bar to your chest. 3. Finish the motion with your shoulder blades squeezed fully together and down and your elbows just behind your ribs. 4. Don't let your shoulders pop forward at the finish.,Vimeo,,Neutral-Grip Pull-Up,https://vimeo.com/111255279,External URL,tenant/1/private/upload/file/111255279.jpg,111255279.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111255279.jpg,Active
532,e8f1b8a2-706d-4adc-8228-8487f0f4b56a,Band,System,Neutral-Grip Seated Band Row,Female,Horizontal Pulling,1. Fully extend your arms and let your shoulder blades spread at the start of the movement. 2. Keep your ribs locked downward by tightly bracing your abs in order to prevent your lower back from arching. 2. Pull the band to your chest. 3. Finish the motion with your shoulder blades squeezed fully together and down and your elbows just behind your ribs. 4. Don't let your shoulders pop forward or your ribs to flare upward or out at the finish.,Vimeo,,Neutral-Grip Seated Band Row,https://vimeo.com/111255280,External URL,tenant/1/private/upload/file/111255280.jpg,111255280.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111255280.jpg,Active
715,cc8c85ef-f3ab-4cb0-84eb-93cd555035fe,Static,System,No Money Drill,Female,Warmups & Mobility Fillers,1. Keep your abs tight and your ribs down so that your back doesn't arch. 2. Bring your hands together with your palms up. 3. Move your hands outward and finish by squeezing your shoulder blades together and downward.,Vimeo,,No Money Drill,https://vimeo.com/111255574,External URL,tenant/1/private/upload/file/111255574.jpg,111255574.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111255574.jpg,Active
542,869a994e-5eb7-4083-b5ad-d576302c0dc3,Cable,System,Neutral-Grip Seated Cable Row,Female,Horizontal Pulling,1. Fully extend your arms and let your shoulder blades spread at the start of the movement. 2. Keep your ribs locked downward by tightly bracing your abs in order to prevent your lower back from arching. 2. Pull the bar to your chest. 3. Finish the motion with your shoulder blades squeezed fully together and down and your elbows just behind your ribs. 4. Don't let your shoulders pop forward or your ribs to flare upward or out at the finish.,Vimeo,,Neutral-Grip Seated Cable Row,https://vimeo.com/111255576,External URL,tenant/1/private/upload/file/111255576.jpg,111255576.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111255576.jpg,Active
621,12bef02f-4964-4a06-b648-540b71d4a0ff,Posterior,System,Offset Dumbbell Cross-Over Step-Up,Female,Single-Leg,1. Keep your ribs down and don't arch your back as you're moving. 2. Step across your body while keeping your hips square. 3. Keep your weight rooted through your heel - Don't come up onto your toes. 4. Step up without rotating your hips open or arching your back.,Vimeo,,Offset Dumbbell Cross-Over Step-Up,https://vimeo.com/111439616,External URL,tenant/1/private/upload/file/111439616.jpg,111439616.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111439616.jpg,Active
578,7d60a482-d6eb-4930-82f2-8dc440ef4e82,Lunge,System,Offset Dumbbell Reverse Lunge,Female,Single-Leg,1. The lighter of the two dumbbells goes in the hand on the same side as your forward leg. 2. Lower with your weight on your forward heel. 3. Don't let your hips open up at the bottom. Keep them squared forward. 4. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 5. Drive upward with your weight rooted through the heel of your forward foot. 6. Keep your knee tracked straight ahead over your toes.,Vimeo,,Offset Dumbbell Reverse Lunge,https://vimeo.com/111439617,External URL,tenant/1/private/upload/file/111439617.jpg,111439617.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111439617.jpg,Active
588,d3984df9-fcc8-4b5e-8477-7ae72006303e,Lunge,System,Offset Dumbbell Reverse Lunge From Deficit,Female,Single-Leg,1. The lighter of the two dumbbells goes in the hand on the same side as your forward leg. 2. Lower with your weight on your forward heel. 3. Don't let your hips open up at the bottom. Keep them squared forward. 4. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 5. Drive upward with your weight rooted through the heel of your forward foot. 6. Keep your knee tracked straight ahead over your toes.,Vimeo,,Offset Dumbbell Reverse Lunge From Deficit,https://vimeo.com/111439619,External URL,tenant/1/private/upload/file/111439619.jpg,111439619.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111439619.jpg,Active
607,689d2cbb-d3b8-49ce-a25a-3115fdf9aeca,Lunge,System,Offset Dumbbell Reverse Lunge to Romanian Deadlift,Female,Single-Leg,"1. Lower with your weight on your forward heel. 2. Don't let your hips open up at the bottom. Keep them squared forward. 3. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 4. Drive upward with your weight rooted through the heel of your forward foot. 5. Keep your knee tracked straight ahead over your toes. 6. After the lunge, hinge forward at the hips by pushing your hips back without rolling them open. 7. Keep your ribs down and don't arch your back. 8. Stop when you get a slight stretch in your hamstring, then return to the start.",Vimeo,,Offset Dumbbell Reverse Lunge to Romanian Deadlift,https://vimeo.com/111439620,External URL,tenant/1/private/upload/file/111439620.jpg,111439620.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111439620.jpg,Active
579,26b12515-a0c8-43f9-9308-c61927217c3b,Lunge,System,Offset Dumbbell Reverse Lunge With Blocked Knee,Female,Single-Leg,1. The lighter of the two dumbbells goes in the hand on the same side as your forward leg. 2. Lower with your weight on your forward heel. 3. Don't let your hips open up at the bottom. Keep them squared forward. 4. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 5. Drive upward with your weight rooted through the heel of your forward foot. 6. Keep your knee tracked straight ahead over your toes.,Vimeo,,Offset Dumbbell Reverse Lunge With Blocked Knee,https://vimeo.com/111439622,External URL,tenant/1/private/upload/file/111439622.jpg,111439622.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111439622.jpg,Active
589,28a10c7f-ffa9-4f53-ba54-fbeaae6a020d,Lunge,System,Offset Dumbbell Slideboard Reverse Lunge,Female,Single-Leg,1. The lighter of the two dumbbells goes in the hand on the same side as your forward leg. 2. Lower with your weight on your forward heel. 3. Don't let your hips open up at the bottom. Keep them squared forward. 4. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 5. Drive upward with your weight rooted through the heel of your forward foot. 6. Keep your knee tracked straight ahead over your toes.,Vimeo,,Offset Dumbbell Slideboard Reverse Lunge,https://vimeo.com/111440105,External URL,tenant/1/private/upload/file/111440105.jpg,111440105.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111440105.jpg,Active
580,2c796b54-a342-4922-95d1-39be73004b36,Lunge,System,Offset Dumbbell Split Squat,Female,Single-Leg,1. The lighter of the two dumbbells goes in the hand on the same side as your forward leg. 2. Lower with your weight on your forward heel. 3. Don't let your hips open up at the bottom. Keep them squared forward. 4. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 5. Drive upward with your weight rooted through the heel of your forward foot. 6. Keep your knee tracked straight ahead over your toes.,Vimeo,,Offset Dumbbell Split Squat,https://vimeo.com/111440109,External URL,tenant/1/private/upload/file/111440109.jpg,111440109.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111440109.jpg,Active
616,105fc4ef-6448-4b56-b9ab-1f7ec96f26ba,Anterior,System,Offset Dumbbell Step-Up,Female,Single-Leg,"1. Use two different weights, with the lighter weight on the side of your working leg. 2. Keep your ribs down and don't arch your back as you're moving. 3. Step onto the box while keeping your hips square. 4. Keep your weight rooted through your heel - Don't come up onto your toes. 5. Step up without rotating your hips open or arching your back. 6. Keep your knee tracking straight over your toes the whole time - don't let it collapse inward.",Vimeo,,Offset Dumbbell Step-Up,https://vimeo.com/111440111,External URL,tenant/1/private/upload/file/111440111.jpg,111440111.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111440111.jpg,Active
407,2a953a5f-a7b9-4180-a2fe-adfda1834202,Anti-Lateral Flexion,System,Overhead Band Pallof Press,Female,Core Work,"1. Engage your abs to pull your ribs downward. Tuck your tailbone under. 2. Press overhead while moving only your arms. Keep your shoulders pulled down away from your ears so that you don't shrug. 3. Don’t arch your lower back or flare your ribs out. Don't let the band pull you to the side.
",Vimeo,,Overhead Band Pallof Press,https://vimeo.com/111440113,External URL,tenant/1/private/upload/file/111440113.jpg,111440113.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111440113.jpg,Active
658,a8b2500d-5ed0-457b-a853-c83e760abd92,Band,System,Overhead Band Press,Female,Vertical Pressing,"1. Engage your abs to pull your ribs downward. Think of using your abs to control the space between your ribs and the front of your pelvis, and don't let them get further apart as you move. 2. Press overhead while moving only your arm. Keep your shoulder pulled down away from your ears so that you don't shrug. 3. Don’t arch your lower back or flare your ribs out. Don't let the band pull you to the side.",Vimeo,,Overhead Band Press,https://vimeo.com/111440115,External URL,tenant/1/private/upload/file/111440115.jpg,111440115.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111440115.jpg,Active
389,b48f7c05-b4ba-4f56-81a9-ce8a9d40371c,Triceps,System,Overhead Band Triceps Extension,Female,Arms,"1. Engage your abs to pull your ribs downward. Tuck your tailbone under. 2. Press overhead while moving only at your elbow, and keeping your elbow near your ear. 3. Keep your shoulder pulled down away from your ears so that you don't shrug. 4. Don’t arch your lower back or flare your ribs out.",Vimeo,,Overhead Band Triceps Extension,https://vimeo.com/111440651,External URL,tenant/1/private/upload/file/111440651.jpg,111440651.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111440651.jpg,Active
656,7eca63d6-5ea6-4fc6-afba-ef56181991ed,Barbell,System,Overhead Barbell Squat,Female,Squats,"1. Begin with your abs tightly braced and your ribs pulled downward. Think of using your abs to control the space between your ribs and the front of your pelvis, and don't let them get further apart as you move 2. Lower down with your weight in your heels, your feet forward, your knees straight over your little toes and abs braced. 3. Squat upward while maintaining good positioning with your knees straight forward, neutral spine, weight through heels. 4. Don't arch your lower back at the top.",Vimeo,,Overhead Barbell Squat,https://vimeo.com/111440652,External URL,tenant/1/private/upload/file/111440652.jpg,111440652.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111440652.jpg,Active
636,8489b814-77ee-4ff4-a2d1-c9426f39323a,Bodyweight,System,Overhead Broomstick Squat,Female,Squats,"1. Begin with your abs tightly braced and your ribs pulled downward. Think of tucking your tailbone between your knees to keep your lower back from arching too much. 2. Lower down with your weight in your heels, your feet forward, your knees straight over your little toes and abs braced. 3. Squat upward while maintaining good positioning with your knees straight forward, neutral spine, weight through heels. 4. Don't arch your lower back at the top.",Vimeo,,Overhead Broomstick Squat,https://vimeo.com/111440654,External URL,tenant/1/private/upload/file/111440654.jpg,111440654.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111440654.jpg,Active
390,59ae26ee-93dd-4e77-9c77-e6f6b386ac81,Triceps,System,Overhead Cable Triceps Extension,Female,Arms,"1. Engage your abs to pull your ribs downward. Tuck your tailbone under. 2. Press overhead while moving only at your elbows, and keeping your elbows near your ears. 3. Keep your shoulders pulled down away from your ears so that you don't shrug. 4. Don’t arch your lower back or flare your ribs out.",Vimeo,,Overhead Cable Triceps Extension,https://vimeo.com/111440656,External URL,tenant/1/private/upload/file/111440656.jpg,111440656.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111440656.jpg,Active
590,3ad72a9d-2f8a-4d90-9b35-a3bbe7c6f8ff,Lunge,System,Overhead Dumbbell Reverse Lunge,Female,Single-Leg,1. Lower with your weight on your forward heel. 2. Don't let your hips open up at the bottom. Keep them squared forward. 3. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 4. Drive upward with your weight rooted through the heel of your forward foot. 5. Keep your knee tracked straight ahead over your toes.,Vimeo,,Overhead Dumbbell Reverse Lunge,https://vimeo.com/111440657,External URL,tenant/1/private/upload/file/111440657.jpg,111440657.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111440657.jpg,Active
608,ea2f371a-1ed1-428d-9716-3deb0d4cb6e0,Lunge,System,Overhead Dumbbell Reverse Lunge From Deficit,Female,Single-Leg,1. Lower with your weight on your forward heel. 2. Don't let your hips open up at the bottom. Keep them squared forward. 3. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 4. Drive upward with your weight rooted through the heel of your forward foot. 5. Keep your knee tracked straight ahead over your toes.,Vimeo,,Overhead Dumbbell Reverse Lunge From Deficit,https://vimeo.com/111469195,External URL,tenant/1/private/upload/file/111469195.jpg,111469195.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111469195.jpg,Active
591,7d084997-89f4-44f3-b991-37da002fea78,Lunge,System,Overhead Offset Dumbbell Reverse Lunge,Female,Single-Leg,1. The lighter of the two dumbbells goes in the hand on the same side as your forward leg. 2. Lower with your weight on your forward heel. 3. Don't let your hips open up at the bottom. Keep them squared forward. 4. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 5. Drive upward with your weight rooted through the heel of your forward foot. 6. Keep your knee tracked straight ahead over your toes.,Vimeo,,Overhead Offset Dumbbell Reverse Lunge,https://vimeo.com/111469196,External URL,tenant/1/private/upload/file/111469196.jpg,111469196.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111469196.jpg,Active
609,ada5356c-bdfb-43bc-b5c0-de440e15cd2c,Lunge,System,Overhead Offset Dumbbell Reverse Lunge From Deficit,Female,Single-Leg,1. The lighter of the two dumbbells goes in the hand on the same side as your forward leg. 2. Lower with your weight on your forward heel. 3. Don't let your hips open up at the bottom. Keep them squared forward. 4. Keep your lower back neutral by pulling your ribs down with your abs and keeping your abs tight. Don't let your back arch. 5. Drive upward with your weight rooted through the heel of your forward foot. 6. Keep your knee tracked straight ahead over your toes.,Vimeo,,Overhead Offset Dumbbell Reverse Lunge From Deficit,https://vimeo.com/111469201,External URL,tenant/1/private/upload/file/111469201.jpg,111469201.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111469201.jpg,Active
420,aa841964-239c-438b-a3ee-42309e76339c,Anti-Rotation,System,Pallof Press,Female,Core Work,"1. Position your spine by locking your ribs down in an exhaled position with your abs. 2. Keep your tailbone tucked under and your abs tight throughout the movement. 3. Press your hands outward without letting your hips rotate, your ribs flare out or arching your lower back.",Vimeo,,Pallof Press,https://vimeo.com/111469204,External URL,tenant/1/private/upload/file/111469204.jpg,111469204.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111469204.jpg,Active
421,0b3c628d-2346-4f76-9ac0-619ff94f15c5,Anti-Rotation,System,Pallof Press Iso,Female,Core Work,"1. Position your spine by locking your ribs down in an exhaled position with your abs. 2. Keep your tailbone tucked under and your abs tight throughout the movement. 3. Press your hands outward without letting your hips rotate, your ribs flare out or arching your lower back. 4. Hold for the allotted time.",Vimeo,,Pallof Press Iso,https://vimeo.com/111469205,External URL,tenant/1/private/upload/file/111469205.jpg,111469205.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111469205.jpg,Active
422,d56e56ca-fc85-4a17-a561-558fe887c1e1,Anti-Rotation,System,Pallof Press Iso With Band,Female,Core Work,"1. Position your spine by locking your ribs down in an exhaled position with your abs. 2. Keep your tailbone tucked under and your abs tight throughout the movement. 3. Press your hands outward without letting your hips rotate, your ribs flare out or arching your lower back. 4. Hold for the allotted time.",Vimeo,,Pallof Press Iso With Band,https://vimeo.com/111470519,External URL,tenant/1/private/upload/file/111470519.jpg,111470519.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111470519.jpg,Active
435,83f80667-3b08-406f-aee8-749dfce46b16,Combination,System,Pallof Press to Overhead,Female,Core Work,"1. Position your spine by locking your ribs down in an exhaled position with your abs. 2. Keep your tailbone tucked under and your abs tight throughout the movement. 3. Press your hands outward without letting your hips rotate, your ribs flare out or arching your lower back. 4. Continue to hold good positioning while pressing overhead.",Vimeo,,Pallof Press to Overhead,https://vimeo.com/111470520,External URL,tenant/1/private/upload/file/111470520.jpg,111470520.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111470520.jpg,Active
423,937f741b-5658-4edf-93c3-d29adb6a7cd0,Anti-Rotation,System,Pallof Press With Band,Female,Core Work,"1. Position your spine by locking your ribs down in an exhaled position with your abs. 2. Keep your tailbone tucked under and your abs tight throughout the movement. 3. Press your hands outward without letting your hips rotate, your ribs flare out or arching your lower back.",Vimeo,,Pallof Press With Band,https://vimeo.com/111470523,External URL,tenant/1/private/upload/file/111470523.jpg,111470523.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111470523.jpg,Active
505,6a039ce2-3284-4308-a5c8-d5da37150bd9,Pushup,System,Partial-Range Pushup,Female,Horizontal Pressing,"1. Only lower as far down as you can without your shoulders popping forward, and don't go further than halfway down. 2. Keep your shoulder blades pulled downward toward your back pockets. 3. Keep your abs tight, your ribs pulled down and your tailbone tucked under so that your lower back doesn't arch. 4. Push up and finish by spreading your shoulder blades apart, with your shoulders pulled down away from your ears.",Vimeo,,Partial-Range Pushup,https://vimeo.com/111470525,External URL,tenant/1/private/upload/file/111470525.jpg,111470525.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111470525.jpg,Active
716,3bae6f9b-6978-4cbc-b6dd-03330191a0a5,Static,System,Pec Minor Broomstick Mobilization,Female,Warmups & Mobility Fillers,"1. Keep your ribs locked down by tightly bracing your abs. 2. Contract the glute on your trailing leg. 3. Drive the stick upward with your bottom-side hand, pushing it upward to stretch the pec of the upper-side arm. 4. Do not let your ribs flare or your lower back arch.",Vimeo,,Pec Minor Broomstick Mobilization,https://vimeo.com/111470527,External URL,tenant/1/private/upload/file/111470527.jpg,111470527.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111470527.jpg,Active
717,76b0a4a7-e45a-490d-a1d5-1e5009ec888c,Static,System,Pigeon Stretch,Female,Warmups & Mobility Fillers,"1. Place rear foot on bench. 2. Lower to one knee. 3. Keep ribs down, tailbone tucked under and lumbar spine slightly flexed.",Vimeo,,Pigeon Stretch,https://vimeo.com/111471001,External URL,tenant/1/private/upload/file/111471001.jpg,111471001.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111471001.jpg,Active
691,61801ba4-916a-429c-aba6-eab2611718ca,Ground-Based Exercises,System,Piriformis Mobilization,Female,Warmups & Mobility Fillers,"1. Begin by getting down on your hands and knees. 2. Cross one leg over the other. 3. Push your hips back and to the side, at approximately a 45 degree angle. You should feel a stretch in the middle of your glute. 4. Keep your tailbone tucked under and your abs tight throughout the stretch. ",Vimeo,,Piriformis Mobilization,https://vimeo.com/111471003,External URL,tenant/1/private/upload/file/111471003.jpg,111471003.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111471003.jpg,Active
393,063016c1-6dd3-4e25-9ebb-ca847e7a1ab5,Anti-Extension,System,Plank,Female,Core Work,1. Lock your ribs down with your abs. 2. Tuck your tailbone between your knees. 3. Do not let your lower back sag.,Vimeo,,Plank,https://vimeo.com/111471004,External URL,tenant/1/private/upload/file/111471004.jpg,111471004.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111471004.jpg,Active
440,241ed3bc-0ea9-402d-a396-841ac16dce6b,Combination,System,Plank Arm March,Female,Core Work,"1. Lock your ribs down with your abs. 2. Tuck your tailbone between your knees. 3. Do not let your lower back sag. 4. Move your arms without arching your back, flaring your ribs or rolling your hips.",Vimeo,,Plank Arm March,https://vimeo.com/111471005,External URL,tenant/1/private/upload/file/111471005.jpg,111471005.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111471005.jpg,Active
731,ef841681-99db-428c-8596-ae4ee3ad7ac3,Static,System,Pec Mobilization With Lacrosse Ball,Female,Warmups & Mobility Fillers,"1. Place the lacrosse ball into the muscle of your pec, just below your shoulder joint. 2. Shorten and lengthen the muscle by moving your arm and apply pressure to release tissue adhesions.",Vimeo,,Pec Mobilization With Lacrosse Ball,https://vimeo.com/111471014,External URL,tenant/1/private/upload/file/111471014.jpg,111471014.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111471014.jpg,Active
649,44b4d664-2d89-4662-87e9-b97c6514f598,Plate,System,Plate Squat,Female,Squats,1. Lock your ribs down with your abs. 2. Keep your feet straight ahead. 3. Squat straight down. 4. Keep your knees straight out over your toes.,Vimeo,,Plate Squat,https://vimeo.com/111471294,External URL,tenant/1/private/upload/file/111471294.jpg,111471294.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111471294.jpg,Active
635,aeb9eb05-db98-4138-a76e-ce153a76b8d4,Bodyweight,System,Prisoner Squat,Female,Squats,1. Lock your ribs down with your abs. 2. Keep your feet straight ahead. 3. Tuck yor tailbone and squat straight down. 4. Keep your knees straight out over your toes.,Vimeo,,Prisoner Squat,https://vimeo.com/111471295,External URL,tenant/1/private/upload/file/111471295.jpg,111471295.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111471295.jpg,Active
533,3fe960a8-5deb-46bd-9709-45d44525ef3a,Band,System,Pronated-Grip Seated Band Row,Female,Horizontal Pulling,1. Fully extend your arms and let your shoulder blades spread at the start of the movement. 2. Keep your ribs locked downward by tightly bracing your abs in order to prevent your lower back from arching. 2. Pull the band to your chest. 3. Finish the motion with your shoulder blades squeezed fully together and down and your elbows just behind your ribs. 4. Don't let your shoulders pop forward or your ribs to flare upward or out at the finish.,Vimeo,,Pronated-Grip Seated Band Row,https://vimeo.com/111471296,External URL,tenant/1/private/upload/file/111471296.jpg,111471296.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111471296.jpg,Active
543,aebb738f-76a3-46b9-b7c0-df66e29d2e5a,Cable,System,Pronated-Grip Seated Cable Row,Female,Horizontal Pulling,1. Fully extend your arms and let your shoulder blades spread at the start of the movement. 2. Keep your ribs locked downward by tightly bracing your abs in order to prevent your lower back from arching. 2. Pull the handle to your chest. 3. Finish the motion with your shoulder blades squeezed fully together and down and your elbows just behind your ribs. 4. Don't let your shoulders pop forward or your ribs to flare upward or out at the finish.,Vimeo,,Pronated-Grip Seated Cable Row,https://vimeo.com/111471299,External URL,tenant/1/private/upload/file/111471299.jpg,111471299.jpg,https://brandonprust.nyc3.digitaloceanspaces.com/exercise/thumbnail/111471299.jpg,Active
